,video_id,comment,likes
5915,NHk7scrb_9I,Who's after king's story???,2
5916,NHk7scrb_9I,Who are here after Virat's Story🤪 ab toh ek baar aur dekhna padegaaa,2
5917,NHk7scrb_9I,Hindustan ❤,0
5918,NHk7scrb_9I,Love from Bangladeshi Hindu❤🇧🇩❤️,2
5919,NHk7scrb_9I,Absolute Goated 🐐!,0
5920,NHk7scrb_9I,"Future of Pakistan will be decided by Pakistan,,,what a wishful thought",0
5921,NHk7scrb_9I,2:28-2:30 These shot is reduced by CBFC. I confirm overseas has these.,0
5922,NHk7scrb_9I,After watching the movie now the trailer looks more intense.,1
5923,NHk7scrb_9I,2:13 you are not ready for this and you still ready for this 💖 heads of salute 😁,0
5924,NHk7scrb_9I,After bhooth bangla trailer 👇,1
5925,NHk7scrb_9I,2:02. Bahut bhadiya r madhavan sir goated it is top notch honsla endhan badla in english courage fuel revenge 😮😮,0
5927,NHk7scrb_9I,Don't know why butDhurandhar's success feels personal ❤Ranveer Singh's comeback feels personal ❤,2
5928,NHk7scrb_9I,Kon kon movie dekhne ke baad aya hai 😅😂😂,0
5929,NHk7scrb_9I,Who after watched dhurandhar 2😂,0
5930,NHk7scrb_9I,"Hello, Aditya Sir Please Make Film On Kashmiri Hindu King ""Lalitaditya Muktapida""",2
5931,NHk7scrb_9I,Dhuran dhar,0
5932,NHk7scrb_9I,After 1600 ₹ crore ❤,1
5933,NHk7scrb_9I,@adityadhar Would love to see a prequel to Dhurandhar with Jameel Jamali as the lead star in that movie!!! Rakesh Bedi sir took the cake!! 🫡,1
5934,NHk7scrb_9I,"YRF ka utara bhukaar, jab ho DHURANDHAR baar baar.",1
5936,NHk7scrb_9I,Pakistan ZIndabad,1
5937,NHk7scrb_9I,ISI tumhara intzar ma ha,0
5938,NHk7scrb_9I,2000cr sooon … currently on 1600cr… watched movie thrice.. and came back to watch the trailer again…. It feels different,1
5939,NHk7scrb_9I,Propaganda moves 🤡,0
5940,NHk7scrb_9I,Movie dekhne ke baad bhi trailer dekh raha hu,1
5941,NHk7scrb_9I,Movie dekhne ke baad bhi trailer dekh raha hu,1
5942,NHk7scrb_9I,Vai ye gangstar wala movie sab itna pachand keu karta hain,0
5943,NHk7scrb_9I,It felt damnnn satisfying from 0:14 to 0:22,2
5944,NHk7scrb_9I,I watched today and gonna watch again,0
5945,NHk7scrb_9I,Dhurandhar 2 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0
5948,NHk7scrb_9I,Yakeen ni hota ki ...ojas ne saari editing kari he...,2
5950,NHk7scrb_9I,First part watched on Netflix.  But second part has to be in theatre..  literally.  Theatre experience is beyond the words. . what a movie..  how can Aditya Dhar bring such a brilliant movie ...,3
5951,NHk7scrb_9I,Dhurandhar All Time ☠️😱💪Puspa😂Pathan 😂Jawan 😂KGF 😂 All Kinds Movie 🤡😅 Hai,2
5952,NHk7scrb_9I,Pakistan ka mustaqbil ab hindustan ty kary ga hahaha😂😂😂Wake to reality 😅,1
5954,NHk7scrb_9I,Chapter 6 bgm 🫡☠️,0
5955,NHk7scrb_9I,0:14 satisfaction level☠️⚔️🚩,2
5956,NHk7scrb_9I,"Movie dekhne ke baad firse trailer dekhne aaya, abb jyada maza aya 🔥🔥🔥🔥",3
5957,NHk7scrb_9I,finally and by far the best indian movie ive ever seen in this new era .,0
5958,NHk7scrb_9I,"Hamare jawano ka sir katkar pakistan le gye, aur German shepherd bol rha hai film propaganda hai 😮",1
5960,NHk7scrb_9I,CHUCHUNDHAR HOYA PURANDHAR HAM DEKHENGE DHURANDHARRANBIR HO YA KABIR SABKA BAAP RANVEER😂😂😂😂,0
5961,NHk7scrb_9I,End movie ❤,0
5962,NHk7scrb_9I,0:06 Isi samay Zahoor Mistry ka death warrant sign hua tha,1
5963,NHk7scrb_9I,The music and action of dhurandhar is a benchmark in Bollywood .,0
5966,NHk7scrb_9I,Movie dekh k aa gaya par trailer se mann nahi bhar raha😂,1
5967,NHk7scrb_9I,Theater Experience 💀⚜️,1
5968,NHk7scrb_9I,Jingoistic good for nothing piece of movie 🤢🤢🤢🤢,1
5969,NHk7scrb_9I,Oscar typeTrailer cut,0
5970,NHk7scrb_9I,Last time I sat down for the movie and came out lengthy draggy,0
5971,NHk7scrb_9I,Pakistan ki fad ke rakh diiiiiii❤😂,1
5974,NHk7scrb_9I,Ye toh RAVI GUPTA ka copy hai😂,0
5975,NHk7scrb_9I,3:20 Bro !! 😂😂😂,0
5976,NHk7scrb_9I,"Watched it 4 times now. Seriously it’s been more than 2 weeks now and can’t get over it. I don’t know which movie hit me like this before. This is one of the masterpiece Aditya Dhar and team has produced. Just thinking, will I get another chance to watch a film something like this. Just hats off to the direction, music, artists and each and every one who has made worth to watch this film again and again and still can’t get over.",2
5977,NHk7scrb_9I,"Love, peace, and understanding are not signs of weakness; they are the foundations of lasting progress. Instead of amplifying narratives, we should choose dialogue and humanity over hostility.",0
5978,NHk7scrb_9I,Great job by Aditya Dhar!,1
5979,NHk7scrb_9I,3:11 no one thought that’s this man turned out real Dhurandhar,2
5980,NHk7scrb_9I,Relished date,0
5981,NHk7scrb_9I,This are movies but pakistan kick ass of india ghazwa hind,0
5982,NHk7scrb_9I,Movie is too over the top.,0
5983,NHk7scrb_9I,That aaqaaaaaaaaaaaaaaah made me goosebumps 🔥🔥🔥,0
5984,NHk7scrb_9I,I honestly didn't think they could do better than the first film. This is a hit but in a double double entendre type of way.,0
5985,NHk7scrb_9I,Real dhurandhar is aditya dhar. Salute bro 🙏🚩,0
5986,NHk7scrb_9I,Best of all time in Indian cinema. Salute bro..,0
5987,NHk7scrb_9I,I finally watched the movie today I tell you every second of it was Worth it!!  Respect for Aditya Dhar,2
5988,NHk7scrb_9I,Nice sapot kare,0
5989,NHk7scrb_9I,Me watching trailer after watching the movie in theaters 😅 .... its a crazy movie,1
5990,NHk7scrb_9I,The greatest Hindi Film of All Time 🎉🎉,1
5991,NHk7scrb_9I,Part 1 and 2 what a ride it has been Absolute thrill,0
5992,NHk7scrb_9I,"Finally, aditya dhar understood the South's film paradox- Hero's long hair and beard- English songs- Voilent scenes",2
5994,NHk7scrb_9I,Part 3 should come Aditya Dhar sir please❤❤,1
5995,NHk7scrb_9I,Hosla Endhan Badla,0
5997,NHk7scrb_9I,2.13 the last honsla eendhan badla and beast mode on scene just gives pure chills even after watching the movie❤️‍🔥🤩🥶,2
5998,NHk7scrb_9I,Honsla Eendhan Badla😮😮,2
5999,NHk7scrb_9I,"Dhamal movie ke baad theater mein DHURANDHAR -2 dekhi Jabardast , Maza agya❤💥🔥🔥",0
6000,NHk7scrb_9I,What’s is the song used from 0:15 ?? Anyone ?,1
6002,NHk7scrb_9I,Who is here after 1500+cr cross 😅,1
6003,NHk7scrb_9I,Dhurandhar succeeded because there's no Anil Kapoor in it😅,1
6004,NHk7scrb_9I,0:14 can someone help me to find this song name I'm searching it since release date😭,1
6006,5XVoRGhrhZk,Puri joshi family main dar ka mahol,0
6007,5XVoRGhrhZk,6:38 Mai na apko gaon Bhj Dunga😅,0
6008,5XVoRGhrhZk,Mechanical guruji was the best😂😂😂😂😂😂😂,0
6010,5XVoRGhrhZk,Kaha leke Jaa rhe ho mujhe din mein hi was most dark 🌑😂,0
6011,5XVoRGhrhZk,Family vlogers apne life ke hr chez dekathy aur sunty hi but kuch specific moments ko chor k oska  moqa mile na oo bhy share krdengy  .... 😂,0
6013,5XVoRGhrhZk,Abani mere😂😂😂😂😂😂😂,0
6016,5XVoRGhrhZk,Last 10 seconds 😂😂,0
6017,5XVoRGhrhZk,*_BLA BLA BLA BLA BLA BLA BLA BLA bla_*,0
6018,5XVoRGhrhZk,_Legend watch in 28 April_,0
6019,5XVoRGhrhZk,*Salee flying beast ke Piche bmw tha Jo legend hai yo hi notice Kiya the*,0
6020,5XVoRGhrhZk,Kin kin kee mimicry kee hai,0
6022,5XVoRGhrhZk,10:24 10:24 10:25 jejdjd,1
6023,5XVoRGhrhZk,0:55 BMW spotted,1
6026,5XVoRGhrhZk,Iss zindagi k liye 😂😂😂,1
6030,5XVoRGhrhZk,😢 triggered insaan ne comment Kiya kyon kyon aukat Nahin hai,0
6031,5XVoRGhrhZk,Bhi mechanical guruji 😂😂😂❤❤ ki video mast lga mujhe,0
6032,5XVoRGhrhZk,Piyush❌ Kunali ✅,2
6034,5XVoRGhrhZk,9:47 which youtuber,0
6037,5XVoRGhrhZk,2026 me kon kon dekh rha hai 😂😂,0
6038,5XVoRGhrhZk,Legend watching at 23 april😂,0
6040,5XVoRGhrhZk,4:17 to 4:20 😂😂,1
6041,5XVoRGhrhZk,11:31 😂😂 goli chalau to samne Wala khusi se mar jaye .,0
6042,5XVoRGhrhZk,0:28 wo aaj tak retire nahi hua,0
6044,5XVoRGhrhZk,Arman malik?,0
6045,5XVoRGhrhZk,Flying beast?,0
6047,5XVoRGhrhZk,lets make this video also 100million,0
6049,5XVoRGhrhZk,2026 man kon kon dhak raha ha,2
6051,5XVoRGhrhZk,10:44 was epic 😂😂😂😂😂😂,0
6053,5XVoRGhrhZk,Why sorav joshi is looking like carryminati in this video.,0
6054,5XVoRGhrhZk,chachi ji ma apko gaon bhej dunga nice level parody,0
6055,5XVoRGhrhZk,Piyush ko dhakka deke niche gira diya Aur bol raha piyush school chala gaya 😂😂,1
6058,5XVoRGhrhZk,*The netu*!!!!!!😂,0
6059,5XVoRGhrhZk,I am legend 16 april😂😂😂😂😂😂please like❤❤❤😂😂😂😂😂,1
6060,5XVoRGhrhZk,Paani ki bottle 🤣🤣,0
6061,5XVoRGhrhZk,I live in noida!,0
6062,5XVoRGhrhZk,see rthe vedeoi at o.56 there a bmw,0
6063,5XVoRGhrhZk,Kon kon 2026 me dekh raha hai,0
6064,5XVoRGhrhZk,Anyone 2026😂,1
6066,5XVoRGhrhZk,5:59 Carry was looking Exactly like Sourav Joshi,2
6067,5XVoRGhrhZk,"this is the best, is se best koi bhi parody nhi ho skta guysss 😂😭😮",2
6068,5XVoRGhrhZk,After 10 minutes 😂😂,1
6069,5XVoRGhrhZk,Kya piyush sach me fail hua thha ??,1
6070,5XVoRGhrhZk,Le chachi din me hi 😂,0
6071,5XVoRGhrhZk,1:13 who is this one ?,1
6072,5XVoRGhrhZk,100 million views 🎉❤let’s make it 🎉❤,1
6073,5XVoRGhrhZk,Legend watching 2027 ❤❤❤❤,0
6076,5XVoRGhrhZk,4:40 Iss Jindegi ke liye😂😂😂,0
6077,5XVoRGhrhZk,I am watching in 10 april,0
6078,5XVoRGhrhZk,Anyone on 10th april,0
6079,5XVoRGhrhZk,Sourav Joshi vlogs roasting leval on top 😅😅😅😅,1
6080,5XVoRGhrhZk,The fact is when you actually realize that these daily vloggers actually do nothing and minting money out of nothing 😂😂😂,0
6081,5XVoRGhrhZk,Legend watching 9 April,0
6082,5XVoRGhrhZk,Legend watching 9 April 2026 😂😂😂,1
6083,5XVoRGhrhZk,7:42 Piyush Piyush kya laga rakha ha speech😂😂,0
6084,5XVoRGhrhZk,ambani mere lood pe,0
6085,5XVoRGhrhZk,Who is watching this video 9 Apr😂,1
6087,5XVoRGhrhZk,kya yaar piyush ne kya  bol diya,0
6088,5XVoRGhrhZk,yeh piyush toh farebi hai,2
6089,5XVoRGhrhZk,carry is legend ✋🫦🤚,0
6090,5XVoRGhrhZk,Saurav Joshi roast 😂😂,0
6092,5XVoRGhrhZk,Legend watching 8 april😂,0
6093,5XVoRGhrhZk,Saurabh joshi ko bhi 😂😂😂😂aayi hogi,0
6094,5XVoRGhrhZk,Best part5:10 chachi ji soch rhi aaj din me hi😂😂My fav. 10:21 guruji on fire😂😂😂Dobara dekhne ka maza alag hai😅,0
6095,5XVoRGhrhZk,Jitni baar dekho nayi hi lagti hai har video carry bhai aapki😅😅😅,2
6096,5XVoRGhrhZk,0:32  yeh Kon h bhai  (yeh avtar kiska h konsa Vloger h koi btayega bencho 2 year phle dekhi thi video ab yrr bholl gya and baki jiski parody ki h baki m sab ko janta hu yeh yeh is seen m kya bna hua bai  koi btayega  (Rajat bhai h kya syd isliye carrymintai ne Unke ghr jake mafi Mtlb sorry bol deti jakr us time bai carry k 42m c ab 45 m h God bless u bhai bhai jiski bhi parody krte ho phle carry bhai unse puchliya kro premiison jruri h kyi bar glt fas jate h jese Rajat se bin puche roast kiya tha na apko pta hi aw Apne reaction kiya uske Bad apko action mila ❤🙏❤ sidhi bat Khta hu elvishyadav k related job bhi h bus unke khilaf mat kiya kro har bns hmm troll ya fr action kr dete h jldi chaye Follow500 m ho but nhi sab Apne bhai h MIL Jul k kM kro but permission lo OK bro     #elvisharmy❤  elvisharmy attadnce here love you bhai Bhut achA kar rhr oh app youTuber hi ho or or bhi youTuber h Apne khud k Dushmn mat bno socho I YouTube level ko Bollywood se upar leke Jana h hme youTuber hokr youTuber Nal hi glt Krte ho ap yeh sale bolloyeood biggboss wale YouTuber  se Bhut chid Te h yeh hme late h only trp k liye jitate nhi sale kutee awishk malhan (Fukra insan) is session m elvish nhi ata Ta to pooja bhaat  elvish ko bhi nhi winner bnate yeh But itna achA khela odi ta fan following Bhut rm cult h 15 min me 280million vote the puri fim city bhar se band krdi thi sari fim city 15 din bad ghhre mhi Nhi Darya gya gya oho hotel rhya 15 din 1lakh ta + itni public c useles❤elvishyadav piche  Bhut public c zindagi ch koi wild card winner nhi hoya kde record set ta krta koi todu ta dkhga   .ab to yrr proof hi krvata c oho Rajat k session m jita job usne khud elvish Garemhai podcast m btaya h k biggboss trofy dkh kr kh rhr the k pesse se kya nhi milta pade media Shi kha tha sbko or h hi yeh mera,3
6099,5XVoRGhrhZk,Legend watching 5 april😊😂,0
6100,5XVoRGhrhZk,Nahi 5 mein,0
6101,5XVoRGhrhZk,watching in video 05/04/2026  Sunday  02:46:37 PM 😂😂😂😂,1
6102,5XVoRGhrhZk,6:37 maina aapko gao bhej dunga.😂😂😂,0
6103,5XVoRGhrhZk,Din main hi 😂😂 5.11was Epic,0
6104,5XVoRGhrhZk,Nice mimicry of soruv joshi,0
6105,5XVoRGhrhZk,Legend watching in April,0
6106,5XVoRGhrhZk,8:42 brooo hilarious 😂😂😂,1
6107,5XVoRGhrhZk,Legend watching on 4 april,0
6110,5XVoRGhrhZk,J e yuut hai,0
6111,5XVoRGhrhZk,legend watching 3 April 🤣🤣,0
6114,5XVoRGhrhZk,@CarryMinati,0
6115,5XVoRGhrhZk,@CarryMinati,0
6116,5XVoRGhrhZk,6:13 😂😂😂 pel denge,0
6117,5XVoRGhrhZk,Kon kon aaj dekh rha hai😅,4
6118,5XVoRGhrhZk,😢Koi 3 April ko dheka rha he kay,1
6119,5XVoRGhrhZk,Outstanding🎉,0
6121,5XVoRGhrhZk,ᴍᴜʜ ᴍ ᴋʜᴀɪɴɪ ɢᴜᴛᴋᴀ ᴅᴀʟᴀ ʜ ᴋyᴀ ᴄᴀʀʀy ʙʜɪ,0
6122,5XVoRGhrhZk,Anyone in April 3,1
6123,5XVoRGhrhZk,Legend on 2 april,3
6124,5XVoRGhrhZk,Koi 2 April m dekh raha kya 2026,4
6125,5XVoRGhrhZk,Who watch today April,1
6126,5XVoRGhrhZk,Legend Watching 2 Or 3 April😂,2
6127,5XVoRGhrhZk,Who watch today😅,7
6128,5XVoRGhrhZk,legend waching 2 april,4
6129,5XVoRGhrhZk,Legend watch April 😂,1
6130,5XVoRGhrhZk,April 2nd attendance,2
6131,5XVoRGhrhZk,Legends watching 10 April 2k26? 👇,1
6132,5XVoRGhrhZk,legends watching Now...,1
6134,5XVoRGhrhZk,Sahi kaha bhai,1
6135,5XVoRGhrhZk,Legend watching 1 April 😂😅,6
6136,5XVoRGhrhZk,Anyone on 1 april,12
6137,5XVoRGhrhZk,Legends watching on 01 April,3
6138,5XVoRGhrhZk,Legend watch' ing today,1
6141,5XVoRGhrhZk,Legend watching 1 April 😂,445
6142,5XVoRGhrhZk,2026 . 31 March Wale Like Karo,0
6143,5XVoRGhrhZk,31|03|2026 ko kon kon dekh raha hai 😅 aur aj mera result bhi aa raha hai dua karna achha ho 😅,1
6144,5XVoRGhrhZk,Anyone in 2026 ??,0
6145,5XVoRGhrhZk,10:04 funny😅😅😅,0
6146,5XVoRGhrhZk,2026 wale attence lagaw..😅,0
6147,5XVoRGhrhZk,Ye wala carry,1
6148,5XVoRGhrhZk,Legends are also watching on 30 March specially for Piyush vlog part 😂,1
6149,5XVoRGhrhZk,Bhai mera naam bhi gourav ha ma to vlog nahi banata😂😂😂,3
6150,5XVoRGhrhZk,Legends watching on 30 march,6
6151,5XVoRGhrhZk,Legends watching in 26 march 2026😂❤,0
6153,5XVoRGhrhZk,Legends watching  30march,0
6155,5XVoRGhrhZk,Who is first one,0
6156,5XVoRGhrhZk,Hakar watch 1 March 😂,1
6157,5XVoRGhrhZk,anyone in 2026 like the comment,0
6159,5XVoRGhrhZk,Legend watching in 1st April 😂,0
6160,5XVoRGhrhZk,Legends are Watching Today!,1
6161,5XVoRGhrhZk,Carry minati bhaiya tinder ko rost karo tinder,0
6162,5XVoRGhrhZk,6:10 wala mast tha😂😂😂,0
6163,5XVoRGhrhZk,Legend who watching in 29 March 2026❤😂😂,0
6164,5XVoRGhrhZk,5:11 din mehi........was epic 🌚🌚,7
6165,5XVoRGhrhZk,Mane sean is in 11:10😅😅,0
6169,5XVoRGhrhZk,Legends watching 29 march 😂,0
6171,5XVoRGhrhZk,I can't watch it on one go . It's too funny,1
6172,5XVoRGhrhZk,11:25  ambani mere L pe,1
6173,5XVoRGhrhZk,Bro ak Video IAS officers k uper bhi bnyo jo IAS officer fraud krta h ❤,1
6174,5XVoRGhrhZk,🤣🤣🤣mechanical guru ji 🤣🤣 bestt,0
6175,5XVoRGhrhZk,Legends watching in 28 march 14:32,1
6176,5XVoRGhrhZk,Kiya acting hai bhai 😂,1
6177,5XVoRGhrhZk,Legend on 28 march 😂,0
6178,5XVoRGhrhZk,Legends watching on 28 march😂,1
6179,5XVoRGhrhZk,Who is watching in 2026 🙄🙄🙄,0
6181,5XVoRGhrhZk,Sourabh Joshi ki kya acting Kari bhai maja a Gaya,0
6182,5XVoRGhrhZk,Legend in 28 march😅,1
6183,5XVoRGhrhZk,Kon Kon Legends Meri Tarhan March ka last par dekh rahe yeh 😂😂,2
6185,5XVoRGhrhZk,89MN views😂😂😂,1
6186,5XVoRGhrhZk,Ise Zindagi Ka liya 😂,1
6187,5XVoRGhrhZk,bro is fucking everyone🤣🤣🤣🤣😂😂,0
6188,5XVoRGhrhZk,Piyush ki sari frustration nikal gyi 😂,0
6189,5XVoRGhrhZk,Sourav 😅😅n piyush carry u have another level of roasting 😅😂❤,1
6190,5XVoRGhrhZk,26 march 26,2
6191,5XVoRGhrhZk,Who watch 2026 ?,4
6192,5XVoRGhrhZk,Legends watching 27 march 😂,368
6193,5XVoRGhrhZk,Only Legends can understand,1
6194,5XVoRGhrhZk,2026 me dekh rha hu 😂😂,1
6195,5XVoRGhrhZk,Legend watching in March,0
6198,5XVoRGhrhZk,Bmw spotted❤,0
6199,5XVoRGhrhZk,Legend coming after coffee with jalan  🗿,0
6201,5XVoRGhrhZk,Ambani mere 😅 pe,0
6202,5XVoRGhrhZk,25 march anyone is here ....,1
6203,5XVoRGhrhZk,20 march  2028 anybody,1
6205,5XVoRGhrhZk,No sourav joshi harmed in this video ❤😂😂😂😅,2
6206,5XVoRGhrhZk,25 MARCH 2027.....,36
6207,5XVoRGhrhZk,"vvDAILY VLOGGERS PARODY 😘 | CARRYMINATI

CarryMinati
45.4M subscribers


5.4M


Share

Ask

Download

89M views  2 years ago
Parivaar aisa banao ke content nikaal sako. 

Credits:  …
201,293 Comments
Serenity Soul
Add a comment...",0
6208,5XVoRGhrhZk,Who is the first one 🤔,0
6209,5XVoRGhrhZk,12:7 tha se climaxes h,0
6211,5XVoRGhrhZk,3:40 Madam ji acrylic paint Laga rahi hai,0
6212,5XVoRGhrhZk,Kon aaj dekh rha h 😅😅,1
6213,5XVoRGhrhZk,Only legend watching today 😅❤,1
6214,5XVoRGhrhZk,3:06 ye konsa vloger kon he koi batyega?,2
6215,5XVoRGhrhZk,Bhai galee naa dhii yaa karoo,1
6216,5XVoRGhrhZk,Watch today ❤,1
6217,5XVoRGhrhZk,5:11 din me 🤣💀🌚,1
6218,5XVoRGhrhZk,7:06 justice for piyush 😅😅,1
6219,5XVoRGhrhZk,3:54 Talak ka case toh thuk chuka hai carry predicted future 😂😂😂,0
6220,5XVoRGhrhZk,Abhi Kon dek rha he,0
6221,5XVoRGhrhZk,East or west carryminati is the west,1
6222,5XVoRGhrhZk,Who is watching in 2026😅,2
6223,5XVoRGhrhZk,Wakat Dheka Dea Vai 🤣😂,1
6225,5XVoRGhrhZk,Din me hi😂😂😂,0
6228,5XVoRGhrhZk,Legends watching today,1
6229,5XVoRGhrhZk,Kon kon aaj dekh rha h 😂,1
6230,5XVoRGhrhZk,Who is here in 2026,2
6231,5XVoRGhrhZk,Legends watching today 🙌,1
6232,5XVoRGhrhZk,Who is here in 2026 😂,3
6235,5XVoRGhrhZk,Can't believe 2 sala ho gye,1
6236,5XVoRGhrhZk,Starting 🤗 mid 💀 last 🌚 end ✊🏻,3
6238,5XVoRGhrhZk,Now in my feed 😂,3
6239,5XVoRGhrhZk,Legends watching in march 23 😅,18
6240,5XVoRGhrhZk,Kon kon  23 march ko dekh rahe hai,0
6241,5XVoRGhrhZk,Abbe yrr kya karu is bnde ka,0
6242,5XVoRGhrhZk,Reaaaaaaalllllllllllllllllllll,0
6244,5XVoRGhrhZk,Any legend 23 March 2026,2
6248,5XVoRGhrhZk,Very few people are watching this in even 2026 🥲,0
6249,5XVoRGhrhZk,Kaun-kaun yah video Do Bar dekh raha hai like karo❤😊😊😊😊😊😊,1
6251,5XVoRGhrhZk,Legend watching today,0
6252,5XVoRGhrhZk,Legends watch on 23 march 😂😂❤,0
6256,5XVoRGhrhZk,3:55 bhai future prediction kr dia,0
6257,5XVoRGhrhZk,Legends watching this video after 2 years 😂,1
6258,5XVoRGhrhZk,Subcribe kardo 😢😢,1
6260,5XVoRGhrhZk,Ultra legend watch today 💪,3
6261,5XVoRGhrhZk,Revisiting carry's videos to remind me he is still the goat 😭,1
6262,5XVoRGhrhZk,"Do you actually have the ability to do real comedy without mocking people or going below the belt? Why do you call yourself an “influencer”? What exactly are you influencing- other than negativity?I’m not even a fan of vloggers, but seriously, what are you doing? At least Gaurav Taneja has substance—an IITian, a pilot and an entrepreneur. What about you? Just mocking people—is that all you’ve got !!",0
6263,5XVoRGhrhZk,Legend watching today !!🥷🏻,0
6264,5XVoRGhrhZk,Who was 1st one? Flying beast?,0
6265,5XVoRGhrhZk,Legends watching on March 😂😅,1
6266,5XVoRGhrhZk,Ms dhoni ka kuchhh jyada ho rha h tara,0
6267,5XVoRGhrhZk,Legends watching today 😏,667
6270,5XVoRGhrhZk,2026 me Koon Koon dekh raha hai 😂😂😂😂😂,2
6271,5XVoRGhrhZk,Pta nyi log yeh joshi ko dekhte kyu h aur kon h wo log,0
6272,5XVoRGhrhZk,1st ine kon h?,0
6274,5XVoRGhrhZk,CARRY OLD VIDEO IS BETTER THEN NEW VIDEO 😢,0
6276,5XVoRGhrhZk,ULTRA PRO MAX Legends watching today,2
6277,5XVoRGhrhZk,4:43 is jindgi ke liya,1
6278,5XVoRGhrhZk,That din me was epic😂,0
6279,5XVoRGhrhZk,Aaj kon dekh raha hai😂😂,0
6280,5XVoRGhrhZk,Anybody Watching Today,0
6281,5XVoRGhrhZk,Din me hi 😂,2
6284,5XVoRGhrhZk,But why this  came in my feed after 2 years 😅,1
6285,5XVoRGhrhZk,Bhaii piyush character 🤣🤣,0
6287,5XVoRGhrhZk,Legend's watching today 💀💀,334
6288,5XVoRGhrhZk,Ma to joda apni,0
6289,5XVoRGhrhZk,Who can watch 2026😅😂😂😂,1
6291,5XVoRGhrhZk,Aj din may hi 😂😅,1
6292,5XVoRGhrhZk,Who is March 2026😅😅😅,0
6293,5XVoRGhrhZk,No hate...but  bro looks cute in sourav look😊,2
6294,5XVoRGhrhZk,Carry minati on top,1
6295,5XVoRGhrhZk,Chachi ji din me hi 😂,1
6296,5XVoRGhrhZk,Ye video meine kharid le hai dosto,1
6300,5XVoRGhrhZk,Ambni mere l pe,0
6301,5XVoRGhrhZk,bhai plzzzzzzzzzzz pakistani vlogers  ki bhi parody bana do,0
6302,5XVoRGhrhZk,Anyone in 2026😂,1
6304,5XVoRGhrhZk,Guruji ma chod di sabaki 😂😂😂,0
6305,5XVoRGhrhZk,"🇮🇳 A New App Idea for IndiaHello everyone, my name is Rohith.I have an idea for a mobile application that can help people in emergency situations and support society.This app will connect Indian Army support information, police, doctors, ambulance services, farmers support, donation help, and public reporting of injustice all in one platform.If someone faces a problem or emergency, they can press an SOS button and quickly get help from police, doctors, volunteers, and nearby support.The app will also have a transparent donation system where people can support those who are in need.This idea is created to help every Indian and make our society stronger.I humbly request the Government of India to review this idea and support the development of this application.If you believe this idea can help people, please share this post so it can reach the Government of India.Concept by Rohith  🇮🇳",0
6306,5XVoRGhrhZk,@sauravjosivlogs 😂,0
6308,5XVoRGhrhZk,"If ads were a person, I'd ghost them. Thankfully Blockify does it for me. 👻",0
6311,5XVoRGhrhZk,Nahin carry Sourabh ka 😅copy nahin kar sakte Tum,0
6312,5XVoRGhrhZk,2026 anyoneee?,0
6313,5XVoRGhrhZk,Who in 2026,0
6314,5XVoRGhrhZk,Who is the boy who act piyush,0
6319,5XVoRGhrhZk,Only legends can see the BMW,0
6320,5XVoRGhrhZk,Dhrup rathi ka roste karo bro,0
6321,5XVoRGhrhZk,0:31 That Crying 😂,0
6322,5XVoRGhrhZk,00:56 BMW h peeche,0
6329,5XVoRGhrhZk,Dun ma hi😂😂😂,1
6330,5XVoRGhrhZk,Boys only know 1 Korean and he is Gong yoo(salesman),0
6331,5XVoRGhrhZk,*5:10** din me he 😂🌚*,2
6333,5XVoRGhrhZk,Thank u guys for completing 23 subscribing to poor channel 😢,0
6335,5XVoRGhrhZk,5:10 din me hi 💀,1
6336,5XVoRGhrhZk,Carry be like 😅,0
6337,5XVoRGhrhZk,Peeyush😂😂😂😂😂,0
6338,5XVoRGhrhZk,7:40 😂😂 was epic,1
6339,5XVoRGhrhZk,Jb khudka kuch content na mile tab dusro ki copy krna pdta hai 😂,1
6340,5XVoRGhrhZk,11:25 is op😅😂,0
6342,5XVoRGhrhZk,Like for coffee with jalan part 2,1
6343,5XVoRGhrhZk,Last video prove that 😂😂,0
6345,5XVoRGhrhZk,Kiska Ghar hai bhai 😂ye,1
6346,5XVoRGhrhZk,5:11 chachi ji say --Din me 🌚💀,2
6347,5XVoRGhrhZk,Ye buzurg piyush kaha se le aaya😅,1
6350,5XVoRGhrhZk,5:11 din me💀,3
6351,5XVoRGhrhZk,Din me hi🌚💀💀💀,2
6352,5XVoRGhrhZk,https://youtu.be/oQqLH4qCMhI?si=X0IUMVE7qx6TkHX8,0
6354,5XVoRGhrhZk,Sourav joshi ne comment nahi kiya😂😂😂,0
6355,5XVoRGhrhZk,Big fan of carry sir 🔥❤❤❤🔥🔥🔥🔥💞💕💓💞💝🫀🌹,0
6356,5XVoRGhrhZk,0:56 legend focus on ......,2
6357,5XVoRGhrhZk,ROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEYROAST KAJAL PANDEY,0
